dataset,criteria,metric,model,error,detection,repair,test_repaired,fairness_impact,accuracy_impact
credit,age,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,insignificant
german,age,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
heart,gender,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
adult,sex,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,negative
adult,race,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,negative
folktables,sex,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
folktables,rac1p,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
credit,age,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,positive,positive
german,age,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,insignificant,positive
heart,gender,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,insignificant,negative
